"Date","Code","Name","Open","High","Low","Close","Volume"
"2019-12-23","600112.ss","ST天成","2.14","2.25","2.14","2.21","10362300"
"2019-12-20","600112.ss","ST天成","2.13","2.18","2.11","2.14","8487700"
"2019-12-19","600112.ss","ST天成","2.04","2.13","2.02","2.12","8025404"
"2019-12-18","600112.ss","ST天成","2.03","2.06","2.02","2.04","5369603"
"2019-12-17","600112.ss","ST天成","2.01","2.04","2.01","2.03","5663087"
"2019-12-16","600112.ss","ST天成","2.05","2.06","1.99","2.02","6645300"
"2019-12-13","600112.ss","ST天成","1.98","2.08","1.97","2.06","7479900"
"2019-12-12","600112.ss","ST天成","1.97","2.01","1.97","1.98","3831687"
"2019-12-11","600112.ss","ST天成","2.0","2.02","1.97","1.98","3175400"
"2019-12-10","600112.ss","ST天成","2.04","2.05","2.0","2.02","3343050"
"2019-12-09","600112.ss","ST天成","2.07","2.08","2.03","2.05","5096000"
"2019-12-06","600112.ss","ST天成","2.04","2.09","2.02","2.08","5903700"
"2019-12-05","600112.ss","ST天成","2.03","2.07","2.01","2.04","6488750"
"2019-12-04","600112.ss","ST天成","1.95","2.07","1.95","2.05","9726600"
"2019-12-03","600112.ss","ST天成","1.91","1.98","1.88","1.97","6021936"
"2019-12-02","600112.ss","ST天成","1.99","2.01","1.92","1.93","4275686"
"2019-11-29","600112.ss","ST天成","1.95","2.01","1.95","2.01","5379732"
"2019-11-28","600112.ss","ST天成","2.0","2.0","1.95","1.98","5817701"
"2019-11-27","600112.ss","ST天成","2.0","2.02","1.98","2.01","2635640"
"2019-11-26","600112.ss","ST天成","2.0","2.03","1.94","2.0","3410438"
"2019-11-25","600112.ss","ST天成","2.0","2.05","2.0","2.02","3258239"
"2019-11-22","600112.ss","ST天成","2.01","2.08","1.98","2.01","7585034"
"2019-11-21","600112.ss","ST天成","1.92","2.03","1.9","2.0","9238782"
"2019-11-20","600112.ss","ST天成","1.95","1.96","1.92","1.93","3694200"
"2019-11-19","600112.ss","ST天成","1.86","1.95","1.85","1.95","5991588"
"2019-11-18","600112.ss","ST天成","1.82","1.88","1.81","1.86","4624300"
"2019-11-15","600112.ss","ST天成","1.83","1.88","1.82","1.83","4069388"
"2019-11-14","600112.ss","ST天成","1.83","1.86","1.81","1.83","6066377"
"2019-11-13","600112.ss","ST天成","1.75","1.84","1.73","1.83","9837876"
"2019-11-12","600112.ss","ST天成","1.77","1.78","1.72","1.75","5485701"
"2019-11-11","600112.ss","ST天成","1.85","1.85","1.76","1.77","6759000"
"2019-11-08","600112.ss","ST天成","1.84","1.87","1.84","1.85","5737100"
"2019-11-07","600112.ss","ST天成","1.82","1.87","1.81","1.85","4975514"
"2019-11-06","600112.ss","ST天成","1.91","1.91","1.82","1.83","10790097"
"2019-11-05","600112.ss","ST天成","1.95","1.95","1.9","1.92","4738513"
"2019-11-04","600112.ss","ST天成","1.94","1.95","1.89","1.95","5986808"
"2019-11-01","600112.ss","ST天成","2.01","2.01","1.93","1.96","11359310"
"2019-10-31","600112.ss","ST天成","2.13","2.14","2.03","2.03","7613200"
"2019-10-30","600112.ss","ST天成","2.22","2.22","2.13","2.14","4542600"
"2019-10-29","600112.ss","ST天成","2.27","2.29","2.21","2.23","3249119"
"2019-10-28","600112.ss","ST天成","2.25","2.29","2.24","2.28","2808448"
"2019-10-25","600112.ss","ST天成","2.26","2.27","2.23","2.25","1524789"
"2019-10-24","600112.ss","ST天成","2.28","2.3","2.25","2.26","1790719"
"2019-10-23","600112.ss","ST天成","2.3","2.3","2.27","2.28","1859021"
"2019-10-22","600112.ss","ST天成","2.24","2.3","2.21","2.29","3327646"
"2019-10-21","600112.ss","ST天成","2.25","2.27","2.21","2.23","2342636"
"2019-10-18","600112.ss","ST天成","2.2","2.26","2.2","2.23","3114349"
"2019-10-17","600112.ss","ST天成","2.29","2.3","2.2","2.21","5666635"
"2019-10-16","600112.ss","ST天成","2.32","2.33","2.29","2.29","2796100"
"2019-10-15","600112.ss","ST天成","2.33","2.34","2.31","2.32","2142701"
"2019-10-14","600112.ss","ST天成","2.35","2.36","2.33","2.35","3040000"
"2019-10-11","600112.ss","ST天成","2.33","2.35","2.3","2.34","2680100"
"2019-10-10","600112.ss","ST天成","2.31","2.35","2.31","2.33","3007480"
"2019-10-09","600112.ss","ST天成","2.3","2.32","2.28","2.32","1918350"
"2019-10-08","600112.ss","ST天成","2.3","2.32","2.29","2.31","3479401"
"2019-09-30","600112.ss","ST天成","2.37","2.4","2.32","2.32","3302700"
"2019-09-27","600112.ss","ST天成","2.35","2.4","2.32","2.38","3327900"
"2019-09-26","600112.ss","ST天成","2.48","2.49","2.35","2.35","6611888"
"2019-09-25","600112.ss","ST天成","2.51","2.54","2.46","2.47","3717701"
"2019-09-24","600112.ss","ST天成","2.49","2.57","2.48","2.53","3565761"
"2019-09-23","600112.ss","ST天成","2.52","2.53","2.46","2.49","3536089"
"2019-09-20","600112.ss","ST天成","2.5","2.57","2.49","2.52","3714783"
"2019-09-19","600112.ss","ST天成","2.49","2.51","2.46","2.51","2546201"
"2019-09-18","600112.ss","ST天成","2.48","2.52","2.47","2.49","3078039"
"2019-09-17","600112.ss","ST天成","2.57","2.59","2.45","2.48","4999109"
"2019-09-16","600112.ss","ST天成","2.56","2.59","2.55","2.58","3309404"
"2019-09-12","600112.ss","ST天成","2.54","2.58","2.52","2.56","4293860"
"2019-09-11","600112.ss","ST天成","2.56","2.59","2.53","2.53","4310300"
"2019-09-10","600112.ss","ST天成","2.51","2.59","2.5","2.55","6486309"
"2019-09-09","600112.ss","ST天成","2.52","2.52","2.47","2.51","4730461"
"2019-09-06","600112.ss","ST天成","2.52","2.53","2.47","2.49","4181878"
"2019-09-05","600112.ss","ST天成","2.51","2.56","2.5","2.51","5863965"
"2019-09-04","600112.ss","ST天成","2.46","2.54","2.45","2.51","5336759"
"2019-09-03","600112.ss","ST天成","2.49","2.52","2.46","2.48","4961883"
"2019-09-02","600112.ss","ST天成","2.48","2.51","2.46","2.49","10094939"
"2019-08-30","600112.ss","ST天成","2.57","2.64","2.53","2.54","6041302"
"2019-08-29","600112.ss","ST天成","2.59","2.63","2.56","2.59","4283800"
"2019-08-28","600112.ss","ST天成","2.61","2.65","2.58","2.62","7714101"
"2019-08-27","600112.ss","ST天成","2.5","2.63","2.5","2.61","10234100"
"2019-08-26","600112.ss","ST天成","2.42","2.57","2.4","2.5","7814895"
"2019-08-23","600112.ss","ST天成","2.56","2.57","2.48","2.49","11075404"
"2019-08-22","600112.ss","ST天成","2.41","2.52","2.39","2.52","14667256"
"2019-08-21","600112.ss","ST天成","2.37","2.42","2.36","2.4","6616963"
"2019-08-20","600112.ss","ST天成","2.36","2.39","2.35","2.38","5930950"
"2019-08-19","600112.ss","ST天成","2.31","2.37","2.31","2.37","5959127"
"2019-08-16","600112.ss","ST天成","2.33","2.36","2.3","2.31","6024627"
"2019-08-15","600112.ss","ST天成","2.3","2.35","2.24","2.34","5791895"
"2019-08-14","600112.ss","ST天成","2.38","2.42","2.35","2.36","3408200"
"2019-08-13","600112.ss","ST天成","2.32","2.42","2.3","2.36","5184700"
"2019-08-12","600112.ss","ST天成","2.3","2.34","2.3","2.34","4652500"
"2019-08-09","600112.ss","ST天成","2.32","2.34","2.29","2.3","4958900"
"2019-08-08","600112.ss","ST天成","2.3","2.34","2.29","2.3","4707700"
"2019-08-07","600112.ss","ST天成","2.29","2.32","2.28","2.3","4120783"
"2019-08-06","600112.ss","ST天成","2.35","2.35","2.28","2.28","8387401"
"2019-08-05","600112.ss","ST天成","2.4","2.45","2.39","2.4","3201700"
"2019-08-02","600112.ss","ST天成","2.45","2.46","2.38","2.43","4922500"
"2019-08-01","600112.ss","ST天成","2.49","2.51","2.48","2.5","3810600"
"2019-07-31","600112.ss","ST天成","2.53","2.54","2.5","2.51","3373500"
"2019-07-30","600112.ss","ST天成","2.51","2.55","2.51","2.54","3275700"
"2019-07-29","600112.ss","ST天成","2.55","2.55","2.51","2.52","2994100"
"2019-07-26","600112.ss","ST天成","2.52","2.56","2.51","2.55","3707659"
"2019-07-25","600112.ss","ST天成","2.54","2.59","2.53","2.55","5011493"
"2019-07-24","600112.ss","ST天成","2.51","2.55","2.5","2.54","5522393"
"2019-07-23","600112.ss","ST天成","2.48","2.52","2.46","2.5","5026634"
"2019-07-22","600112.ss","ST天成","2.62","2.62","2.5","2.5","9501500"
"2019-07-19","600112.ss","ST天成","2.59","2.66","2.57","2.63","3068548"
"2019-07-18","600112.ss","ST天成","2.67","2.67","2.61","2.61","4638679"
"2019-07-17","600112.ss","ST天成","2.7","2.72","2.68","2.69","3536189"
"2019-07-16","600112.ss","ST天成","2.68","2.73","2.67","2.71","4572681"
"2019-07-15","600112.ss","ST天成","2.65","2.71","2.61","2.7","4337402"
"2019-07-12","600112.ss","ST天成","2.68","2.69","2.63","2.68","3696101"
"2019-07-11","600112.ss","ST天成","2.68","2.72","2.66","2.68","4200413"
"2019-07-10","600112.ss","ST天成","2.67","2.72","2.65","2.67","4503900"
"2019-07-09","600112.ss","ST天成","2.69","2.73","2.62","2.66","5562520"
"2019-07-08","600112.ss","ST天成","2.77","2.81","2.71","2.71","7927700"
"2019-07-05","600112.ss","ST天成","2.86","2.88","2.8","2.85","5931400"
"2019-07-04","600112.ss","ST天成","2.88","2.92","2.81","2.86","8284900"
"2019-07-03","600112.ss","ST天成","3.0","3.06","2.87","2.88","17115430"
"2019-07-02","600112.ss","ST天成","2.87","3.02","2.85","3.02","17635510"
"2019-07-01","600112.ss","ST天成","2.85","2.91","2.8","2.88","7310560"
"2019-06-28","600112.ss","ST天成","2.91","2.91","2.76","2.81","7418504"
"2019-06-27","600112.ss","ST天成","2.92","2.94","2.87","2.91","6616766"
"2019-06-26","600112.ss","ST天成","2.83","2.97","2.77","2.92","10081926"
