"Date","Code","Name","Open","High","Low","Close","Volume"
"2019-12-23","601225.ss","陕西煤业","8.71","8.82","8.65","8.68","17569281"
"2019-12-20","601225.ss","陕西煤业","8.76","8.79","8.71","8.75","14402610"
"2019-12-19","601225.ss","陕西煤业","8.71","8.81","8.68","8.79","16958013"
"2019-12-18","601225.ss","陕西煤业","8.73","8.8","8.69","8.72","15889111"
"2019-12-17","601225.ss","陕西煤业","8.59","8.82","8.54","8.76","30902824"
"2019-12-16","601225.ss","陕西煤业","8.61","8.61","8.5","8.59","13283140"
"2019-12-13","601225.ss","陕西煤业","8.53","8.65","8.53","8.58","14940349"
"2019-12-12","601225.ss","陕西煤业","8.57","8.58","8.49","8.5","9690575"
"2019-12-11","601225.ss","陕西煤业","8.68","8.68","8.52","8.55","16743476"
"2019-12-10","601225.ss","陕西煤业","8.62","8.73","8.59","8.64","21489099"
"2019-12-09","601225.ss","陕西煤业","8.4","8.65","8.38","8.63","26021478"
"2019-12-06","601225.ss","陕西煤业","8.35","8.41","8.31","8.41","21480896"
"2019-12-05","601225.ss","陕西煤业","8.4","8.44","8.31","8.34","18338736"
"2019-12-04","601225.ss","陕西煤业","8.53","8.53","8.37","8.4","16209798"
"2019-12-03","601225.ss","陕西煤业","8.55","8.6","8.46","8.5","18545653"
"2019-12-02","601225.ss","陕西煤业","8.51","8.61","8.48","8.55","15897495"
"2019-11-29","601225.ss","陕西煤业","8.6","8.62","8.44","8.48","17960033"
"2019-11-28","601225.ss","陕西煤业","8.66","8.66","8.5","8.56","14282363"
"2019-11-27","601225.ss","陕西煤业","8.75","8.8","8.62","8.64","22501066"
"2019-11-26","601225.ss","陕西煤业","8.61","8.85","8.59","8.82","64516996"
"2019-11-25","601225.ss","陕西煤业","8.28","8.67","8.28","8.63","41247605"
"2019-11-22","601225.ss","陕西煤业","8.3","8.34","8.19","8.29","11918423"
"2019-11-21","601225.ss","陕西煤业","8.25","8.33","8.2","8.3","10370815"
"2019-11-20","601225.ss","陕西煤业","8.26","8.34","8.22","8.26","15812866"
"2019-11-19","601225.ss","陕西煤业","8.13","8.26","8.1","8.26","13327485"
"2019-11-18","601225.ss","陕西煤业","8.01","8.13","8.0","8.09","15338761"
"2019-11-15","601225.ss","陕西煤业","8.19","8.23","8.03","8.04","21865825"
"2019-11-14","601225.ss","陕西煤业","8.28","8.32","8.18","8.2","16121530"
"2019-11-13","601225.ss","陕西煤业","8.39","8.39","8.23","8.25","19623034"
"2019-11-12","601225.ss","陕西煤业","8.23","8.33","8.19","8.3","21551077"
"2019-11-11","601225.ss","陕西煤业","8.44","8.44","8.18","8.19","27852691"
"2019-11-08","601225.ss","陕西煤业","8.57","8.58","8.43","8.44","21285699"
"2019-11-07","601225.ss","陕西煤业","8.6","8.6","8.5","8.54","20934628"
"2019-11-06","601225.ss","陕西煤业","8.59","8.66","8.52","8.58","21350747"
"2019-11-05","601225.ss","陕西煤业","8.45","8.68","8.44","8.59","34226917"
"2019-11-04","601225.ss","陕西煤业","8.47","8.52","8.35","8.44","26572332"
"2019-11-01","601225.ss","陕西煤业","8.31","8.52","8.31","8.47","27349025"
"2019-10-31","601225.ss","陕西煤业","8.58","8.58","8.35","8.38","28382695"
"2019-10-30","601225.ss","陕西煤业","8.43","8.53","8.43","8.49","18480352"
"2019-10-29","601225.ss","陕西煤业","8.63","8.63","8.43","8.46","23069683"
"2019-10-28","601225.ss","陕西煤业","8.55","8.65","8.53","8.63","21537916"
"2019-10-25","601225.ss","陕西煤业","8.42","8.6","8.34","8.58","18859397"
"2019-10-24","601225.ss","陕西煤业","8.53","8.53","8.4","8.42","16099165"
"2019-10-23","601225.ss","陕西煤业","8.54","8.57","8.51","8.51","9351487"
"2019-10-22","601225.ss","陕西煤业","8.55","8.58","8.47","8.53","15709736"
"2019-10-21","601225.ss","陕西煤业","8.61","8.64","8.54","8.59","12710653"
"2019-10-18","601225.ss","陕西煤业","8.78","8.79","8.55","8.58","28342060"
"2019-10-17","601225.ss","陕西煤业","8.81","8.81","8.76","8.78","11530754"
"2019-10-16","601225.ss","陕西煤业","8.79","8.85","8.77","8.83","10562576"
"2019-10-15","601225.ss","陕西煤业","8.9","8.92","8.76","8.81","19073291"
"2019-10-14","601225.ss","陕西煤业","8.9","8.97","8.87","8.92","15631154"
"2019-10-11","601225.ss","陕西煤业","8.85","8.9","8.77","8.87","13357147"
"2019-10-10","601225.ss","陕西煤业","8.82","8.85","8.76","8.82","11197984"
"2019-10-09","601225.ss","陕西煤业","8.86","8.86","8.73","8.81","9410933"
